object_id,global_id,parent_global_id,monitoring_date,location,pool_id,transect_axis,total_transect_length,transect_notes,transect_distance_of_quadrat,side_of_transect_left_or_right,vegetation_zone,quadrat_notes,percent_bare_ground,percent_thatch,count_of_native_species_automatically_calculated,sum_of_native_cover_automatically_calculated,count_of_non_native_species_automatically_calculated,sum_of_non_native_cover_automatically_calculated,count_of_unknown_species_automatically_calculated,sum_of_unknown_cover_automatically_calculated,sum_of_all_cover_automatically_calculated,type,species,unlisted_species,other_cover_notes,percent_cover,location_pool_id,transect_axia,spp_cal_flora
2775,de3241f8-f7cc-402e-854b-bef66854c54c,c00aa06b-f18a-4980-b3e7-4ad778d2b846,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,2,Left,edge,0,0,99,0,0,6,100,100,0,0,Non-Native,Avena_fatua,NA,NA,5,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1018
2776,f7398285-4932-4d35-80e5-ece49b71ea86,c00aa06b-f18a-4980-b3e7-4ad778d2b846,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,2,Left,edge,0,0,99,0,0,6,100,100,0,0,Non-Native,Carduus_pycnocephalus,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1504
2777,75bae872-4f32-4a0c-96ff-11f4a5acf30d,c00aa06b-f18a-4980-b3e7-4ad778d2b846,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,2,Left,edge,0,0,99,0,0,6,100,100,0,0,Non-Native,Bromus_diandrus,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1200
2778,7152a8c8-8643-4336-b1f0-8b751d2a5b4a,c00aa06b-f18a-4980-b3e7-4ad778d2b846,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,2,Left,edge,0,0,99,0,0,6,100,100,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2824,9a2e31f1-84a6-449c-9962-c2e251c083af,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,0,0,137,Native,Eryngium_vaseyi,NA,NA,36,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3469
2825,34f41c11-0bc2-45dd-a48e-467957cce8da,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,0,0,137,Native,Eleocharis_macrostachya,NA,NA,21,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2826,a8c140ed-a1b5-4109-8651-176f842dfa4a,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,0,0,137,Native,Eleocharis_acicularis,NA,NA,3,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2905
2769,7a2ad20a-7df8-4438-8fd7-cd808c283319,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,68,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,14,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2770,bca08dc9-22fe-4369-923e-8f289d433560,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,68,0,0,Non-Native,Vicia_villosa,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=8447
2771,122d21bc-5dd6-451f-b8c8-d1767fc3b33a,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,68,0,0,Non-Native,Festuca_perennis,NA,NA,51,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2772,b4be3ffb-0ca0-418b-b65a-23c609882aac,9f96b613-7fd3-4750-8d0d-376e40d6186c,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,4,Right,transition,0,7,2,3,60,4,68,68,0,0,Non-Native,Hordeum_marinum,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=9135
2821,b478d3cc-bd73-4403-b05f-7f3d28f74101,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,0,0,147,Native,Eryngium_vaseyi,NA,NA,13,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3469
2822,c055773f-af66-45a6-ac75-7dc64a29ff69,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,0,0,147,Native,Eleocharis_acicularis,NA,NA,27,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2905
2823,88a959cc-d279-4aa9-a58b-39e6834fe4e9,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,0,0,147,Native,Eleocharis_macrostachya,NA,NA,6,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2765,add32df6-2ed1-4e28-a107-e98a68819562,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,47,0,0,Non-Native,Festuca_perennis,NA,NA,37,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2766,05789967-d8d6-4343-b154-b07fe69e9180,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,47,0,0,Non-Native,Vicia_villosa,NA,NA,7,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=8447
2767,86b0e3fc-2858-41e0-83e6-10c2ac446b57,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,47,0,0,Non-Native,Plantago_lanceolata,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=6618
2768,bca30f38-1058-4dcb-9061-4c4fa7995ad4,14a69be7-9d6f-4e88-99fe-b47b529671b5,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,6,Left,transition,0,6,48,3,46,4,47,47,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2816,ae43141f-4fa1-4270-9243-783fbabfb9a6,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,0,0,115,Native,Eryngium_armatum,NA,NA,3,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3461
2817,2c6fe409-e4b3-4915-a290-2e2535db8c34,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,0,0,115,Native,Eleocharis_macrostachya,NA,NA,3,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2818,8cb7671b-87ae-4090-b1d9-31ee825e2dd2,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,0,0,115,Native,Eleocharis_acicularis,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2905
2819,ff9233ae-4ad1-4dab-b8cd-4455e7039672,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,0,0,115,Native,Eryngium_vaseyi,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3469
2820,9a2c986e-a175-43b2-b419-784992b4f161,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,0,0,115,Native,Juncus_bufonius,NA,NA,18,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=4441
2759,0e51545f-d805-4be9-8e93-5ad7742d980c,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Festuca_perennis,NA,NA,58,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2760,a4928dbd-c303-453d-9daa-c804b4e633c2,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Hordeum_marinum,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=9135
2761,a44b2e76-ad46-4e91-b1c5-fd54426f8388,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Erodium_botrys,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3446
2762,4ee1e8d5-a55a-4cfa-ab0a-f1ae9f1eef7e,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Plantago_lanceolata,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=6618
2763,ce73fc24-01c5-4141-ad10-edf99cb1b3e1,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,22,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2764,db8a733b-ee00-4fa3-8f90-c1d56f3a9683,3e2c4925-6874-4a2a-8eba-62c14c4c2f56,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,8,Right,transition,0,3,0,5,27,6,85,85,0,0,Non-Native,Avena_fatua,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1018
2813,49152e10-65b9-437a-870d-67b5a9669474,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,0,0,122,Native,Eleocharis_macrostachya,NA,NA,31,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2814,d1710651-4ddf-4403-815c-fec277cb3bbb,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,0,0,122,Native,Eryngium_vaseyi,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3469
2815,a8020554-d088-48c2-8009-e9f099f502cc,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,0,0,122,Native,Juncus_bufonius,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=4441
2753,4d78b190-77a2-4b85-8330-b99d8a78dcf4,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Festuca_perennis,NA,NA,28,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2754,9b54623a-2869-489c-8edc-7c7c241580e6,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Festuca_myuros,NA,NA,6,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11689
2755,91e70b68-2663-4faa-b9b2-414eecd5f5e8,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Avena_fatua,NA,NA,3,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1018
2756,6622dcb0-bdaa-41b7-9522-eee6dd332d78,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,38,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2757,cc718f8f-85ed-4f26-931c-74c2f8d29164,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Hordeum_marinum,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=9135
2758,855afd45-496a-4ffd-af55-b90900eaa27c,e6a07d49-e5a6-4dfb-8c64-dd75417a05f2,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,10,Left,transition,0,9,1,3,34,6,78,78,0,0,Non-Native,Erodium_botrys,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3446
2808,95685897-6145-4e86-9222-e022098517b1,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,0,0,100,Native,Eleocharis_macrostachya,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2809,9cf4f645-ac9e-4169-9e3b-4be3eec22cba,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,0,0,100,Native,Juncus_bufonius,NA,NA,4,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=4441
2810,4fb231d4-32ec-4de8-a648-a3582bc3ced8,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,0,0,100,Native,Hordeum_brachyantherum,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=4218
2811,bbd6b794-2179-4e4e-a10b-e83488171a6e,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,0,0,100,Native,Cyperus_eragrostis,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2581
2812,22be9867-7a9a-4bc6-ae77-0c0bf0367de7,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,0,0,100,Native,Ambrosia_psilostachya,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=298
2746,fdc5e978-9236-4be2-8843-96de24ccb7b2,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Festuca_myuros,NA,NA,4,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11689
2747,1526b10c-31df-4499-838f-6e52407bd00d,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Festuca_perennis,NA,NA,18,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2748,2259bf8c-dd86-491c-a112-fe0d67589657,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Avena_fatua,NA,NA,4,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=1018
2749,ef259ea5-40ab-4fe7-b620-164a20edea7c,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Erodium_botrys,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3446
2750,4176ae68-2178-4022-b36b-ae399dc9effd,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,15,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2751,ce1132fa-2434-4255-bd65-78401ba7b622,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Rumex_crispus,NA,NA,3,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=7215
2752,21ab9ab9-d266-43e4-aa7f-690d74bfe997,ec952e6c-3231-4b3c-b440-75252e4160f7,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,12,Right,transition,0,37,7,5,8,7,48,48,0,0,Non-Native,Lysimachia_arvensis,NA,NA,2,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=13206
2804,74e9393b-3816-445a-a7de-48769ff21f6c,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,0,0,112,Native,Eryngium_vaseyi,NA,NA,9,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3469
2805,402b3dd4-c92c-4499-b27c-c36cf1b77265,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,0,0,112,Native,Eleocharis_acicularis,NA,NA,12,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2905
2806,5c70f655-8bb2-4e2b-a40d-c5eb39584514,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,0,0,112,Native,Juncus_bufonius,NA,NA,28,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=4441
2807,0997e637-0a41-41bb-b4cf-52c779d6f6d3,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,0,0,112,Native,Eleocharis_macrostachya,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=2911
2740,6863672e-8b3d-423c-8622-e30ae9b4ef0e,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,49,0,0,Non-Native,Festuca_perennis,NA,NA,17,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11691
2741,f0385330-acd5-4dd0-b67f-9ff63ce7d7fb,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,49,0,0,Non-Native,Lythrum_hyssopifolia,NA,NA,24,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=10626
2742,fd28d91d-2453-44f8-a7ce-71b023cae1c1,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,49,0,0,Non-Native,Hordeum_marinum,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=9135
2743,cbcabd61-1768-4217-b7bb-e0826fccb838,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,49,0,0,Non-Native,Erodium_botrys,NA,NA,5,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=3446
2744,c978a4c1-f647-4452-812b-91a55a0cfda3,77e01ec6-b669-4a55-9900-963badbfb696,2019-05-24,Del Sol/Camino Corto,2,major,38,Eryngium armatum in other half of “U” as well,14,Right,transition,0,8,5,4,50,6,49,49,0,0,Non-Native,Festuca_myuros,NA,NA,1,Del Sol/Camino Corto - 2,NA,https://www.calflora.org/app/taxon?crn=11689
